Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Car,20,Australia,Organic,3270224.33,Vehicle,0.5,Medium,Efficient Method,20
Paper,200,Australia,Industrial,1866.36,Stationery,0.5,Medium,Recycled Paper,45
Bicycle,50,Africa,Organic,741902.62,Other,0.8,Very High,Efficient Method,20
Almonds,50,Europe,Handmade,550322.53,Other,0.4,Medium,Efficient Method,20
Sofa,200,Australia,Organic,1715802.78,Other,0.5,Medium,Efficient Method,20
Corn,10,Australia,Handmade,13079.78,Other,0.5,Medium,Efficient Method,20
Mobile Phone,100,South America,Conventional,126329.8,Other,0.6,Medium-High,Efficient Method,20
Corn,50,North America,Recycled,65187.65,Other,0.3,Low,Efficient Method,20
Bed,10,Asia,Industrial,81677.83,Furniture,0.7,High,Organic,25
Bed,50,Australia,Organic,400094.19,Furniture,0.5,Medium,Efficient Method,20
Steel,200,Europe,Handmade,10071.54,Raw Material,0.4,Medium,Efficient Method,20
Paper,20,North America,Conventional,194.02,Stationery,0.3,Low,Efficient Method,20
Rice,5,South America,Recycled,11506.09,Food,0.6,Medium-High,Efficient Method,20
Table,20,South America,Industrial,92435.78,Furniture,0.6,Medium-High,Efficient Method,20
Steel,10,Europe,Conventional,518.04,Raw Material,0.4,Medium,Efficient Method,20
Car,5,South America,Recycled,693351.81,Vehicle,0.6,Medium-High,Efficient Method,20
Corn,5,Europe,Handmade,6612.5,Other,0.4,Medium,Efficient Method,20
Bicycle,200,Africa,Conventional,2988930.91,Other,0.8,Very High,Efficient Method,20
Plastic,5,Australia,Handmade,920.26,Other,0.5,Medium,Efficient Method,20
Bed,100,Europe,Handmade,879577.16,Furniture,0.4,Medium,Efficient Method,20
Glass Bottle,100,North America,Handmade,39005.01,Other,0.3,Low,Efficient Method,20
Cotton Shirt,20,North America,Industrial,57626.34,Other,0.3,Low,Efficient Method,20
Laptop,10,North America,Industrial,96993.0,Electronics,0.3,Low,Refurbished Components,35
Car,200,Africa,Conventional,27567745.77,Vehicle,0.8,Very High,Efficient Method,20
Wheat,100,North America,Industrial,174976.19,Other,0.3,Low,Efficient Method,20
Tomatoes,10,South America,Organic,2108.65,Other,0.6,Medium-High,Efficient Method,20
Corn,10,Asia,Handmade,12928.54,Other,0.7,High,Efficient Method,20
Plastic,50,Australia,Conventional,8739.64,Other,0.5,Medium,Efficient Method,20
Car,1,South America,Recycled,157467.66,Vehicle,0.6,Medium-High,Efficient Method,20
Laptop,100,Europe,Recycled,1021225.16,Electronics,0.4,Medium,Efficient Method,20
Car,10,Asia,Recycled,1497871.76,Vehicle,0.7,High,Efficient Method,20
Rice,100,North America,Conventional,231263.1,Food,0.3,Low,Efficient Method,20
Corn,200,Africa,Industrial,221553.23,Other,0.8,Very High,Efficient Method,20
Corn,1,Asia,Industrial,1253.81,Other,0.7,High,Efficient Method,20
Bed,10,Australia,Handmade,77932.24,Furniture,0.5,Medium,Efficient Method,20
Steel,5,Europe,Recycled,250.1,Raw Material,0.4,Medium,Efficient Method,20
Steel,10,Europe,Conventional,488.78,Raw Material,0.4,Medium,Efficient Method,20
Wood,200,North America,Conventional,60249.4,Raw Material,0.3,Low,Efficient Method,20
Plastic,20,Asia,Industrial,3622.13,Other,0.7,High,Efficient Method,20
Leather Bag,20,North America,Conventional,352199.3,Other,0.3,Low,Efficient Method,20
Plastic,20,Africa,Industrial,3519.92,Other,0.8,Very High,Efficient Method,20
Paper,5,Africa,Organic,45.4,Stationery,0.8,Very High,Efficient Method,20
Cotton Shirt,10,North America,Recycled,26194.34,Other,0.3,Low,Efficient Method,20
Sofa,200,North America,Organic,1803085.46,Other,0.3,Low,Efficient Method,20
Glass Bottle,1,North America,Industrial,413.86,Other,0.3,Low,Efficient Method,20
Bed,1,Australia,Industrial,7882.02,Furniture,0.5,Medium,Organic,25
Bicycle,10,North America,Conventional,148338.96,Other,0.3,Low,Efficient Method,20
Wheat,100,Asia,Recycled,188861.5,Other,0.7,High,Efficient Method,20
Leather Bag,5,Australia,Handmade,81313.2,Other,0.5,Medium,Efficient Method,20
Car,20,Europe,Organic,3120629.92,Vehicle,0.4,Medium,Efficient Method,20
Wood,5,Asia,Handmade,1477.27,Raw Material,0.7,High,Recycled Wood,30
Wood,10,Africa,Recycled,2862.32,Raw Material,0.8,Very High,Efficient Method,20
Table,1,North America,Organic,4750.37,Furniture,0.3,Low,Efficient Method,20
Almonds,10,Australia,Recycled,106538.97,Other,0.5,Medium,Efficient Method,20
Sofa,200,South America,Conventional,1880312.6,Other,0.6,Medium-High,Efficient Method,20
Wood,200,North America,Recycled,56367.44,Raw Material,0.3,Low,Efficient Method,20
Table,200,Africa,Conventional,974072.68,Furniture,0.8,Very High,Efficient Method,20
Wheat,5,Australia,Organic,9937.86,Other,0.5,Medium,Efficient Method,20
Laptop,1,South America,Handmade,9508.26,Electronics,0.6,Medium-High,Efficient Method,20
Sofa,1,Asia,Industrial,9838.23,Other,0.7,High,Efficient Method,20
Almonds,5,Asia,Organic,54943.07,Other,0.7,High,Efficient Method,20
Steel,20,Europe,Industrial,973.02,Raw Material,0.4,Medium,Recycled Steel,40
Mobile Phone,20,Australia,Organic,21744.47,Other,0.5,Medium,Efficient Method,20
Car,5,South America,Organic,719221.01,Vehicle,0.6,Medium-High,Efficient Method,20
Wheat,10,South America,Handmade,19935.14,Other,0.6,Medium-High,Efficient Method,20
Plastic,10,Europe,Organic,1897.74,Other,0.4,Medium,Efficient Method,20
Wood,10,North America,Organic,3003.72,Raw Material,0.3,Low,Efficient Method,20
Paper,1,North America,Industrial,9.78,Stationery,0.3,Low,Recycled Paper,45
Table,200,Asia,Industrial,992113.0,Furniture,0.7,High,Efficient Method,20
Laptop,5,Asia,Industrial,53187.62,Electronics,0.7,High,Refurbished Components,35
Tomatoes,100,South America,Recycled,23227.4,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,10,South America,Conventional,153947.27,Other,0.6,Medium-High,Efficient Method,20
Paper,20,Asia,Organic,195.18,Stationery,0.7,High,Efficient Method,20
Car,200,Europe,Industrial,29923447.23,Vehicle,0.4,Medium,Recycled Materials,25
Bicycle,50,Asia,Conventional,682950.55,Other,0.7,High,Efficient Method,20
Plastic,20,Africa,Handmade,3510.28,Other,0.8,Very High,Efficient Method,20
Almonds,200,Australia,Organic,2199138.35,Other,0.5,Medium,Efficient Method,20
Car,1,Europe,Organic,146752.94,Vehicle,0.4,Medium,Efficient Method,20
Wood,50,South America,Organic,13847.85,Raw Material,0.6,Medium-High,Efficient Method,20
Car,50,Africa,Conventional,7956613.77,Vehicle,0.8,Very High,Efficient Method,20
Almonds,100,South America,Conventional,1058685.32,Other,0.6,Medium-High,Efficient Method,20
Mobile Phone,50,Australia,Handmade,62728.39,Other,0.5,Medium,Efficient Method,20
Chair,5,North America,Conventional,12280.68,Other,0.3,Low,Efficient Method,20
Plastic,1,South America,Recycled,190.56,Other,0.6,Medium-High,Efficient Method,20
Rice,10,North America,Organic,23216.13,Food,0.3,Low,Aerobic Rice Farming,35
Wheat,20,Europe,Conventional,35620.33,Other,0.4,Medium,Efficient Method,20
Tomatoes,100,Asia,Handmade,20191.59,Other,0.7,High,Efficient Method,20
Tomatoes,1,Africa,Organic,217.4,Other,0.8,Very High,Efficient Method,20
Wood,50,South America,Handmade,14929.94,Raw Material,0.6,Medium-High,Recycled Wood,30
Bicycle,50,South America,Recycled,806294.25,Other,0.6,Medium-High,Efficient Method,20
Rice,20,Australia,Conventional,45563.99,Food,0.5,Medium,Efficient Method,20
Steel,5,South America,Conventional,249.18,Raw Material,0.6,Medium-High,Efficient Method,20
Leather Bag,200,North America,Recycled,3198229.08,Other,0.3,Low,Efficient Method,20
Almonds,50,North America,Organic,510350.98,Other,0.3,Low,Efficient Method,20
Car,50,Asia,Recycled,7553823.22,Vehicle,0.7,High,Efficient Method,20
Mobile Phone,1,North America,Industrial,1137.21,Other,0.3,Low,Efficient Method,20
Rice,100,Africa,Conventional,249400.67,Food,0.8,Very High,Efficient Method,20
Wood,20,Asia,Recycled,5605.24,Raw Material,0.7,High,Efficient Method,20
Table,200,Africa,Recycled,1043413.26,Furniture,0.8,Very High,Efficient Method,20
Sofa,5,North America,Handmade,41646.15,Other,0.3,Low,Efficient Method,20
Almonds,1,Asia,Industrial,10695.53,Other,0.7,High,Efficient Method,20
Steel,10,Asia,Handmade,547.39,Raw Material,0.7,High,Efficient Method,20
Glass Bottle,100,Asia,Organic,40970.97,Other,0.7,High,Efficient Method,20
Wheat,50,Africa,Handmade,93494.6,Other,0.8,Very High,Efficient Method,20
Plastic,100,Europe,Recycled,16531.84,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,100,North America,Organic,265356.21,Other,0.3,Low,Efficient Method,20
Wood,100,South America,Handmade,32665.78,Raw Material,0.6,Medium-High,Recycled Wood,30
Mobile Phone,100,South America,Recycled,121276.97,Other,0.6,Medium-High,Efficient Method,20
Corn,200,Europe,Handmade,223625.05,Other,0.4,Medium,Efficient Method,20
Plastic,1,Asia,Organic,165.35,Other,0.7,High,Efficient Method,20
Steel,200,North America,Recycled,10677.99,Raw Material,0.3,Low,Efficient Method,20
Plastic,50,North America,Conventional,8137.23,Other,0.3,Low,Efficient Method,20
Table,10,South America,Industrial,45850.93,Furniture,0.6,Medium-High,Efficient Method,20
Table,10,Europe,Organic,45007.15,Furniture,0.4,Medium,Efficient Method,20
Wheat,50,South America,Recycled,99856.54,Other,0.6,Medium-High,Efficient Method,20
Bicycle,5,South America,Recycled,81089.96,Other,0.6,Medium-High,Efficient Method,20
Corn,20,North America,Organic,25117.45,Other,0.3,Low,Efficient Method,20
Table,50,Africa,Handmade,260144.34,Furniture,0.8,Very High,Engineered Wood,20
Corn,100,Europe,Organic,129500.71,Other,0.4,Medium,Efficient Method,20
Chair,100,South America,Recycled,240341.81,Other,0.6,Medium-High,Efficient Method,20
Laptop,20,Australia,Conventional,201715.96,Electronics,0.5,Medium,Efficient Method,20
Chair,10,Europe,Recycled,24284.03,Other,0.4,Medium,Efficient Method,20
Leather Bag,10,North America,Conventional,179108.25,Other,0.3,Low,Efficient Method,20
Plastic,1,North America,Recycled,179.21,Other,0.3,Low,Efficient Method,20
Tomatoes,20,Europe,Recycled,3888.22,Other,0.4,Medium,Efficient Method,20
Almonds,200,Europe,Recycled,2170904.6,Other,0.4,Medium,Efficient Method,20
Bed,20,Europe,Organic,157189.34,Furniture,0.4,Medium,Efficient Method,20
Bed,100,Australia,Handmade,779477.08,Furniture,0.5,Medium,Efficient Method,20
Chair,1,Asia,Recycled,2337.72,Other,0.7,High,Efficient Method,20
Rice,10,Europe,Conventional,26213.06,Food,0.4,Medium,Efficient Method,20
Wood,5,Australia,Industrial,1645.31,Raw Material,0.5,Medium,Efficient Method,20
Tomatoes,100,South America,Recycled,21397.19,Other,0.6,Medium-High,Efficient Method,20
Tomatoes,5,Australia,Handmade,1152.86,Other,0.5,Medium,Efficient Method,20
Bicycle,50,Europe,Handmade,744995.59,Other,0.4,Medium,Efficient Method,20
Laptop,10,Africa,Recycled,93962.55,Electronics,0.8,Very High,Efficient Method,20
Bicycle,200,South America,Handmade,3074893.0,Other,0.6,Medium-High,Efficient Method,20
Rice,1,Europe,Recycled,2428.46,Food,0.4,Medium,Efficient Method,20
Tomatoes,50,Europe,Organic,11411.04,Other,0.4,Medium,Efficient Method,20
Wood,10,North America,Handmade,3017.7,Raw Material,0.3,Low,Recycled Wood,30
Chair,200,Europe,Recycled,491024.17,Other,0.4,Medium,Efficient Method,20
Rice,1,Australia,Recycled,2711.43,Food,0.5,Medium,Efficient Method,20
Glass Bottle,1,North America,Conventional,379.09,Other,0.3,Low,Efficient Method,20
Cotton Shirt,5,Europe,Conventional,14215.45,Other,0.4,Medium,Efficient Method,20
Paper,100,Asia,Industrial,907.39,Stationery,0.7,High,Recycled Paper,45
Steel,10,Australia,Handmade,512.14,Raw Material,0.5,Medium,Efficient Method,20
Paper,20,Africa,Conventional,186.96,Stationery,0.8,Very High,Efficient Method,20
Bed,100,Australia,Handmade,816551.2,Furniture,0.5,Medium,Efficient Method,20
Corn,10,Europe,Recycled,11529.95,Other,0.4,Medium,Efficient Method,20
Tomatoes,10,Africa,Conventional,2213.07,Other,0.8,Very High,Efficient Method,20
Car,20,Asia,Handmade,3116350.82,Vehicle,0.7,High,Efficient Method,20
Car,10,Asia,Industrial,1556396.07,Vehicle,0.7,High,Recycled Materials,25
Mobile Phone,200,North America,Handmade,220462.31,Other,0.3,Low,Efficient Method,20
Table,10,Africa,Conventional,48704.64,Furniture,0.8,Very High,Efficient Method,20
Almonds,100,Europe,Handmade,1070806.87,Other,0.4,Medium,Efficient Method,20
Plastic,1,North America,Industrial,162.16,Other,0.3,Low,Efficient Method,20
Rice,20,Africa,Handmade,54757.2,Food,0.8,Very High,Efficient Method,20
Corn,5,Asia,Recycled,6052.05,Other,0.7,High,Efficient Method,20
Laptop,20,Europe,Conventional,211038.72,Electronics,0.4,Medium,Efficient Method,20
Chair,1,Australia,Conventional,2396.2,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,100,Europe,Organic,272551.67,Other,0.4,Medium,Efficient Method,20
Wheat,20,South America,Industrial,34720.73,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,5,Asia,Conventional,2085.93,Other,0.7,High,Efficient Method,20
Wheat,10,Europe,Recycled,20056.5,Other,0.4,Medium,Efficient Method,20
Leather Bag,100,South America,Conventional,1761374.64,Other,0.6,Medium-High,Efficient Method,20
Almonds,200,South America,Recycled,2221755.37,Other,0.6,Medium-High,Efficient Method,20
Rice,1,Europe,Handmade,2630.05,Food,0.4,Medium,Efficient Method,20
Cotton Shirt,5,Africa,Recycled,13438.21,Other,0.8,Very High,Efficient Method,20
Rice,10,Africa,Conventional,23841.49,Food,0.8,Very High,Efficient Method,20
Sofa,5,Asia,Conventional,47282.44,Other,0.7,High,Efficient Method,20
Wheat,1,Asia,Industrial,1765.48,Other,0.7,High,Efficient Method,20
Corn,200,Europe,Handmade,225005.35,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,5,Africa,Conventional,12375.8,Other,0.8,Very High,Efficient Method,20
Plastic,50,Europe,Conventional,8722.31,Other,0.4,Medium,Efficient Method,20
Paper,100,Australia,Industrial,1004.23,Stationery,0.5,Medium,Recycled Paper,45
Plastic,50,Africa,Industrial,8429.07,Other,0.8,Very High,Efficient Method,20
Cotton Shirt,1,Asia,Recycled,2798.12,Other,0.7,High,Efficient Method,20
Plastic,100,Europe,Organic,17936.6,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,20,Europe,Organic,57703.79,Other,0.4,Medium,Efficient Method,20
Chair,5,Africa,Conventional,11638.42,Other,0.8,Very High,Efficient Method,20
Cotton Shirt,20,North America,Organic,49703.02,Other,0.3,Low,Efficient Method,20
Mobile Phone,50,Europe,Conventional,57768.4,Other,0.4,Medium,Efficient Method,20
Chair,20,Africa,Conventional,53636.42,Other,0.8,Very High,Efficient Method,20
Chair,5,Africa,Recycled,13073.8,Other,0.8,Very High,Efficient Method,20
Wheat,50,Africa,Organic,94646.55,Other,0.8,Very High,Efficient Method,20
Rice,20,South America,Handmade,47140.8,Food,0.6,Medium-High,Efficient Method,20
Mobile Phone,100,North America,Recycled,123961.94,Other,0.3,Low,Efficient Method,20
Paper,1,South America,Conventional,10.64,Stationery,0.6,Medium-High,Efficient Method,20
Bicycle,100,Europe,Handmade,1428634.27,Other,0.4,Medium,Efficient Method,20
Chair,1,North America,Conventional,2707.81,Other,0.3,Low,Efficient Method,20
Mobile Phone,50,Africa,Industrial,61181.06,Other,0.8,Very High,Efficient Method,20
Laptop,5,South America,Industrial,54960.74,Electronics,0.6,Medium-High,Refurbished Components,35
Almonds,1,Asia,Recycled,10390.12,Other,0.7,High,Efficient Method,20
Paper,50,North America,Industrial,456.13,Stationery,0.3,Low,Recycled Paper,45
Bed,100,Australia,Conventional,722677.23,Furniture,0.5,Medium,Efficient Method,20
Chair,100,Africa,Organic,250740.09,Other,0.8,Very High,Efficient Method,20
Laptop,50,South America,Handmade,506292.35,Electronics,0.6,Medium-High,Efficient Method,20
Chair,20,South America,Recycled,49376.6,Other,0.6,Medium-High,Efficient Method,20
Rice,20,Europe,Industrial,46445.83,Food,0.4,Medium,Efficient Method,20
Car,5,Europe,Handmade,787822.58,Vehicle,0.4,Medium,Efficient Method,20
Laptop,20,Australia,Recycled,197859.86,Electronics,0.5,Medium,Efficient Method,20
Bed,5,Australia,Industrial,42968.75,Furniture,0.5,Medium,Organic,25
Rice,1,Australia,Recycled,2486.65,Food,0.5,Medium,Efficient Method,20
Mobile Phone,50,Africa,Conventional,54366.25,Other,0.8,Very High,Efficient Method,20
Laptop,1,Asia,Recycled,9240.73,Electronics,0.7,High,Efficient Method,20
Steel,20,Europe,Organic,947.75,Raw Material,0.4,Medium,Efficient Method,20
Rice,20,Africa,Industrial,50299.62,Food,0.8,Very High,Efficient Method,20
Corn,50,Africa,Conventional,62539.86,Other,0.8,Very High,Efficient Method,20
Wheat,1,Europe,Conventional,1964.69,Other,0.4,Medium,Efficient Method,20
Wood,20,Africa,Conventional,6289.61,Raw Material,0.8,Very High,Efficient Method,20
Steel,50,Asia,Conventional,2626.19,Raw Material,0.7,High,Efficient Method,20
Rice,200,North America,Conventional,454863.65,Food,0.3,Low,Efficient Method,20
Cotton Shirt,50,Australia,Handmade,129220.0,Other,0.5,Medium,Efficient Method,20
Wheat,1,North America,Recycled,1766.44,Other,0.3,Low,Efficient Method,20
Glass Bottle,100,Asia,Handmade,34783.03,Other,0.7,High,Efficient Method,20
Leather Bag,200,Europe,Recycled,3635725.28,Other,0.4,Medium,Efficient Method,20
Rice,1,Europe,Conventional,2274.1,Food,0.4,Medium,Efficient Method,20
Table,1,Asia,Recycled,5012.16,Furniture,0.7,High,Efficient Method,20
Laptop,5,South America,Organic,48326.01,Electronics,0.6,Medium-High,Efficient Method,20
Leather Bag,200,Australia,Industrial,3535842.96,Other,0.5,Medium,Efficient Method,20
Glass Bottle,1,South America,Industrial,378.76,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,50,North America,Conventional,18624.56,Other,0.3,Low,Efficient Method,20
Laptop,10,Australia,Industrial,107388.63,Electronics,0.5,Medium,Refurbished Components,35
Cotton Shirt,10,North America,Handmade,27941.56,Other,0.3,Low,Efficient Method,20
Wood,50,Africa,Conventional,16012.87,Raw Material,0.8,Very High,Efficient Method,20
Bed,10,Australia,Handmade,75535.27,Furniture,0.5,Medium,Efficient Method,20
Corn,100,Africa,Conventional,125019.76,Other,0.8,Very High,Efficient Method,20
Plastic,20,Asia,Industrial,3692.13,Other,0.7,High,Efficient Method,20
Steel,20,Asia,Industrial,967.49,Raw Material,0.7,High,Recycled Steel,40
Wood,5,Australia,Handmade,1588.05,Raw Material,0.5,Medium,Recycled Wood,30
Glass Bottle,10,Australia,Conventional,3984.06,Other,0.5,Medium,Efficient Method,20
Paper,100,Africa,Industrial,910.73,Stationery,0.8,Very High,Recycled Paper,45
Mobile Phone,10,Australia,Handmade,12031.01,Other,0.5,Medium,Efficient Method,20
Steel,20,North America,Organic,1061.76,Raw Material,0.3,Low,Efficient Method,20
Wood,5,South America,Industrial,1399.31,Raw Material,0.6,Medium-High,Efficient Method,20
Table,5,Asia,Organic,23695.35,Furniture,0.7,High,Efficient Method,20
Rice,1,Asia,Recycled,2729.23,Food,0.7,High,Efficient Method,20
Laptop,5,South America,Recycled,50316.2,Electronics,0.6,Medium-High,Efficient Method,20
Corn,50,Africa,Handmade,55182.81,Other,0.8,Very High,Efficient Method,20
Leather Bag,50,Europe,Recycled,773320.89,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,100,South America,Recycled,266438.58,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,200,Africa,Conventional,3149370.34,Other,0.8,Very High,Efficient Method,20
Car,20,Europe,Organic,2892555.2,Vehicle,0.4,Medium,Efficient Method,20
Table,200,Europe,Conventional,1020933.12,Furniture,0.4,Medium,Efficient Method,20
Laptop,10,Europe,Industrial,98772.77,Electronics,0.4,Medium,Refurbished Components,35
Tomatoes,10,Europe,Recycled,2024.42,Other,0.4,Medium,Efficient Method,20
Plastic,1,Europe,Handmade,180.72,Other,0.4,Medium,Efficient Method,20
Sofa,20,Europe,Organic,162469.46,Other,0.4,Medium,Efficient Method,20
Wheat,20,Asia,Recycled,33202.03,Other,0.7,High,Efficient Method,20
Leather Bag,200,Africa,Conventional,3117902.99,Other,0.8,Very High,Efficient Method,20
Steel,10,Asia,Industrial,471.73,Raw Material,0.7,High,Recycled Steel,40
Table,10,Europe,Organic,51064.97,Furniture,0.4,Medium,Efficient Method,20
Wheat,50,Australia,Handmade,91249.66,Other,0.5,Medium,Efficient Method,20
Laptop,200,Africa,Conventional,1854528.33,Electronics,0.8,Very High,Efficient Method,20
Bicycle,20,Asia,Organic,314229.31,Other,0.7,High,Efficient Method,20
Sofa,200,South America,Conventional,1704725.2,Other,0.6,Medium-High,Efficient Method,20
Car,10,Asia,Conventional,1555570.31,Vehicle,0.7,High,Efficient Method,20
Tomatoes,20,North America,Recycled,4621.14,Other,0.3,Low,Efficient Method,20
Cotton Shirt,20,Asia,Conventional,52018.74,Other,0.7,High,Efficient Method,20
Bed,1,Africa,Conventional,7488.78,Furniture,0.8,Very High,Efficient Method,20
Wheat,20,Asia,Handmade,34914.1,Other,0.7,High,Efficient Method,20
Wheat,20,Europe,Industrial,33845.62,Other,0.4,Medium,Efficient Method,20
Plastic,10,North America,Conventional,1749.43,Other,0.3,Low,Efficient Method,20
Leather Bag,100,Africa,Conventional,1597035.12,Other,0.8,Very High,Efficient Method,20
Leather Bag,50,Asia,Conventional,890440.59,Other,0.7,High,Efficient Method,20
Plastic,200,Asia,Conventional,34769.74,Other,0.7,High,Efficient Method,20
Cotton Shirt,5,Australia,Handmade,12981.7,Other,0.5,Medium,Efficient Method,20
Glass Bottle,50,Europe,Handmade,18528.81,Other,0.4,Medium,Efficient Method,20
Steel,50,South America,Recycled,2346.15,Raw Material,0.6,Medium-High,Efficient Method,20
Tomatoes,50,Europe,Organic,10574.89,Other,0.4,Medium,Efficient Method,20
Paper,10,Africa,Industrial,103.57,Stationery,0.8,Very High,Recycled Paper,45
Laptop,10,North America,Recycled,91574.01,Electronics,0.3,Low,Efficient Method,20
Wood,1,South America,Conventional,317.37,Raw Material,0.6,Medium-High,Efficient Method,20
Steel,50,Africa,Conventional,2582.59,Raw Material,0.8,Very High,Efficient Method,20
Laptop,200,Europe,Organic,1984551.14,Electronics,0.4,Medium,Efficient Method,20
Chair,5,North America,Handmade,11487.78,Other,0.3,Low,Efficient Method,20
Table,200,Australia,Conventional,1044505.73,Furniture,0.5,Medium,Efficient Method,20
Laptop,10,Europe,Recycled,104715.96,Electronics,0.4,Medium,Efficient Method,20
Plastic,5,Africa,Organic,840.54,Other,0.8,Very High,Efficient Method,20
Tomatoes,100,Australia,Organic,20269.58,Other,0.5,Medium,Efficient Method,20
Sofa,5,Europe,Recycled,41151.54,Other,0.4,Medium,Efficient Method,20
Rice,5,Africa,Handmade,12682.47,Food,0.8,Very High,Efficient Method,20
Wood,1,South America,Recycled,278.22,Raw Material,0.6,Medium-High,Efficient Method,20
Bicycle,5,Asia,Recycled,78370.89,Other,0.7,High,Efficient Method,20
Rice,100,Africa,Organic,244181.75,Food,0.8,Very High,Aerobic Rice Farming,35
Wheat,50,North America,Recycled,95791.26,Other,0.3,Low,Efficient Method,20
Wood,20,Australia,Organic,6530.8,Raw Material,0.5,Medium,Efficient Method,20
Tomatoes,5,Europe,Recycled,1084.2,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,50,Africa,Conventional,139143.63,Other,0.8,Very High,Efficient Method,20
Bed,200,Australia,Industrial,1631351.86,Furniture,0.5,Medium,Organic,25
Glass Bottle,1,Europe,Organic,391.46,Other,0.4,Medium,Efficient Method,20
Rice,10,North America,Organic,25803.35,Food,0.3,Low,Aerobic Rice Farming,35
Almonds,200,North America,Recycled,2001287.39,Other,0.3,Low,Efficient Method,20
Table,20,Australia,Conventional,101152.27,Furniture,0.5,Medium,Efficient Method,20
Glass Bottle,10,South America,Industrial,4001.78,Other,0.6,Medium-High,Efficient Method,20
Paper,100,Africa,Handmade,987.25,Stationery,0.8,Very High,Efficient Method,20
Almonds,5,Africa,Industrial,50510.69,Other,0.8,Very High,Efficient Method,20
Plastic,100,North America,Recycled,16952.98,Other,0.3,Low,Efficient Method,20
Wheat,20,North America,Recycled,33250.21,Other,0.3,Low,Efficient Method,20
Plastic,200,Europe,Industrial,34709.66,Other,0.4,Medium,Efficient Method,20
Tomatoes,200,Australia,Conventional,43146.43,Other,0.5,Medium,Efficient Method,20
Tomatoes,10,Africa,Organic,2009.95,Other,0.8,Very High,Efficient Method,20
Glass Bottle,1,Europe,Organic,360.66,Other,0.4,Medium,Efficient Method,20
Laptop,10,South America,Handmade,101994.59,Electronics,0.6,Medium-High,Efficient Method,20
Bicycle,50,North America,Handmade,782046.12,Other,0.3,Low,Efficient Method,20
Leather Bag,200,Africa,Handmade,3126316.16,Other,0.8,Very High,Efficient Method,20
Wood,50,Asia,Industrial,15054.67,Raw Material,0.7,High,Efficient Method,20
Plastic,100,Asia,Industrial,18492.03,Other,0.7,High,Efficient Method,20
Corn,20,North America,Organic,23657.1,Other,0.3,Low,Efficient Method,20
Wheat,20,Europe,Recycled,36484.72,Other,0.4,Medium,Efficient Method,20
Car,200,Australia,Recycled,31695783.34,Vehicle,0.5,Medium,Efficient Method,20
Plastic,10,Australia,Recycled,1761.27,Other,0.5,Medium,Efficient Method,20
Wood,10,South America,Handmade,3014.72,Raw Material,0.6,Medium-High,Recycled Wood,30
Almonds,100,South America,Conventional,1135171.94,Other,0.6,Medium-High,Efficient Method,20
Corn,1,Europe,Conventional,1295.72,Other,0.4,Medium,Efficient Method,20
Sofa,200,South America,Recycled,1805857.19,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,100,North America,Organic,1842640.87,Other,0.3,Low,Efficient Method,20
Leather Bag,10,Europe,Organic,169076.63,Other,0.4,Medium,Efficient Method,20
Corn,5,Australia,Conventional,5898.19,Other,0.5,Medium,Efficient Method,20
Wheat,1,Africa,Handmade,1995.91,Other,0.8,Very High,Efficient Method,20
Chair,20,Asia,Industrial,53536.76,Other,0.7,High,Efficient Method,20
Mobile Phone,1,Australia,Industrial,1243.74,Other,0.5,Medium,Efficient Method,20
Wood,10,Asia,Conventional,3116.73,Raw Material,0.7,High,Efficient Method,20
Tomatoes,5,Asia,Recycled,1134.39,Other,0.7,High,Efficient Method,20
Car,50,South America,Conventional,7984330.35,Vehicle,0.6,Medium-High,Efficient Method,20
Wheat,1,North America,Organic,1926.18,Other,0.3,Low,Efficient Method,20
Wheat,1,Asia,Recycled,1808.44,Other,0.7,High,Efficient Method,20
Wheat,10,South America,Handmade,16884.58,Other,0.6,Medium-High,Efficient Method,20
Paper,20,Europe,Handmade,192.65,Stationery,0.4,Medium,Efficient Method,20
Almonds,5,Australia,Handmade,55886.86,Other,0.5,Medium,Efficient Method,20
Tomatoes,50,Australia,Handmade,10361.78,Other,0.5,Medium,Efficient Method,20
Car,1,Europe,Industrial,152298.63,Vehicle,0.4,Medium,Recycled Materials,25
Laptop,100,Africa,Handmade,1096249.6,Electronics,0.8,Very High,Efficient Method,20
Bicycle,1,North America,Recycled,14625.37,Other,0.3,Low,Efficient Method,20
Tomatoes,50,North America,Handmade,10275.38,Other,0.3,Low,Efficient Method,20
Table,10,Africa,Industrial,45143.57,Furniture,0.8,Very High,Efficient Method,20
Table,5,Asia,Handmade,23852.47,Furniture,0.7,High,Engineered Wood,20
